id,sensor_id,temperature,humidity,pressure,timestamp,pm25,light,uv_level,rain_raw,wind_raw,vibration,location,ingestion_timestamp,batch_id
772,192.168.1.50,16.64,34.1,1010.0,[],70.0,63966,11,0,273,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
784,192.168.1.50,8.46,44.3,1011.0,[],111.0,0,0,0,229,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
103,192.168.1.50,3.61,68.5,1026.0,[],67.0,0,0,0,242,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
421,192.168.1.50,24.23,47.3,1030.0,[],110.0,43830,9,0,257,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
458,192.168.1.50,16.59,42.1,1028.0,[],14.0,25050,7,0,85,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
596,192.168.1.50,9.94,62.1,1027.0,[],128.0,0,0,0,238,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
649,192.168.1.50,4.78,48.6,1020.0,[],22.0,0,0,0,253,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
671,192.168.1.50,24.05,37.0,1014.0,[],7.0,50650,4,0,10,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
689,192.168.1.50,19.46,43.0,1024.0,[],52.0,5589,9,0,289,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
862,192.168.1.50,8.71,68.5,1014.0,[],125.0,0,0,0,210,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
926,192.168.1.50,23.35,70.6,1023.0,[],150.0,57615,7,0,13,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
868,192.168.1.50,12.92,30.4,1017.0,[],68.0,0,0,0,114,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
481,192.168.1.50,5.99,30.8,1015.0,[],90.0,0,0,0,114,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
650,192.168.1.50,16.14,47.0,1013.0,[],94.0,0,0,0,182,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
663,192.168.1.50,24.84,44.9,1018.0,[],43.0,24500,7,0,129,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
427,192.168.1.50,21.97,72.7,1012.0,[],45.0,60394,6,0,11,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
851,192.168.1.50,10.84,74.2,1028.0,[],95.0,64649,1,0,139,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
903,192.168.1.50,24.7,63.3,1013.0,[],143.0,58312,7,0,158,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
981,192.168.1.50,3.96,36.4,1030.0,[],83.0,0,0,0,142,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
1016,192.168.1.50,16.46,46.8,1011.0,[],59.0,0,0,0,138,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
117,192.168.1.50,20.35,59.9,1017.0,[],93.0,37200,4,0,237,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
469,192.168.1.50,22.63,42.0,1017.0,[],97.0,25044,7,0,265,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
836,192.168.1.50,16.88,55.0,1026.0,[],11.0,0,0,0,13,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
937,192.168.1.50,14.07,36.1,1022.0,[],40.0,37742,11,0,186,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
969,192.168.1.50,14.44,35.0,1016.0,[],34.0,0,0,0,84,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
66,10.207.51.79,24.0,38.0,939.0,[],5.0,2425,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
228,192.168.1.50,0.7,94.1,998.0,[],28.0,0,0,312,394,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
279,192.168.1.50,16.81,77.1,1010.0,[],45.0,8186,11,0,299,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
817,192.168.1.50,5.64,61.5,1026.0,[],85.0,0,0,0,238,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
123,192.168.1.50,4.8,36.4,1024.0,[],63.0,0,0,0,223,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
366,192.168.1.50,15.45,61.0,1016.0,[],135.0,38333,10,0,233,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
384,192.168.1.50,11.26,71.6,1029.0,[],62.0,10066,4,0,73,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
409,192.168.1.50,10.45,50.0,1028.0,[],8.0,0,0,0,79,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
779,192.168.1.50,22.99,59.4,1028.0,[],47.0,56530,11,0,9,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
809,192.168.1.50,5.76,87.1,993.0,[],19.0,0,0,466,345,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
932,192.168.1.50,19.2,71.1,1019.0,[],128.0,14121,8,0,278,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
174,192.168.1.50,16.96,65.0,1026.0,[],75.0,10192,5,0,255,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
206,192.168.1.50,11.56,65.6,1014.0,[],147.0,59032,4,0,229,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
439,192.168.1.50,11.36,54.1,1026.0,[],41.0,7672,4,0,232,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
740,192.168.1.50,12.08,51.3,1025.0,[],12.0,0,0,0,296,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
792,192.168.1.50,13.53,62.3,1023.0,[],63.0,7859,9,0,180,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
400,192.168.1.50,15.87,96.2,1005.0,[],2.0,1393,1,228,253,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
403,192.168.1.50,5.33,50.7,1010.0,[],66.0,0,0,0,22,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
580,192.168.1.50,15.92,38.3,1015.0,[],124.0,46564,2,0,239,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
658,192.168.1.50,18.23,33.0,1021.0,[],90.0,45564,10,0,280,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
816,192.168.1.50,10.9,92.5,999.0,[],12.0,718,0,719,157,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
837,192.168.1.50,11.09,91.0,990.0,[],24.0,0,0,194,146,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
850,192.168.1.50,14.51,78.4,1015.0,[],123.0,0,0,0,185,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
307,192.168.1.50,6.79,38.3,1018.0,[],130.0,0,0,0,33,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
841,192.168.1.50,8.36,59.9,1019.0,[],120.0,0,0,0,200,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
968,192.168.1.50,15.02,71.8,1028.0,[],25.0,24030,10,0,244,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
38,10.207.51.79,24.0,39.0,939.0,[],5.0,2422,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
383,192.168.1.50,14.39,66.3,1026.0,[],65.0,0,0,0,129,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
411,192.168.1.50,8.27,85.9,1001.0,[],13.0,3213,0,714,217,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
447,192.168.1.50,18.44,31.4,1030.0,[],132.0,39070,10,0,60,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
867,192.168.1.50,7.25,62.4,1030.0,[],106.0,0,0,0,262,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
240,192.168.1.50,10.82,74.2,1017.0,[],9.0,0,0,0,68,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
94,10.207.51.79,24.0,39.0,939.0,[],5.0,1941,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
215,192.168.1.50,13.72,93.4,991.0,[],10.0,0,0,491,289,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
494,192.168.1.50,13.4,39.9,1027.0,[],52.0,34885,10,0,175,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
563,192.168.1.50,14.22,48.8,1020.0,[],130.0,51866,3,0,48,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
624,192.168.1.50,14.54,68.5,1026.0,[],80.0,0,0,0,232,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
683,192.168.1.50,11.16,43.5,1025.0,[],49.0,0,0,0,178,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
806,192.168.1.50,14.41,59.5,1027.0,[],112.0,47144,1,0,264,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
355,192.168.1.50,23.57,35.4,1028.0,[],120.0,52715,2,0,114,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
419,192.168.1.50,17.99,47.3,1015.0,[],15.0,0,0,0,55,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
441,192.168.1.50,10.99,55.2,1017.0,[],20.0,30877,5,0,272,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
582,192.168.1.50,18.17,31.0,1022.0,[],28.0,36702,1,0,292,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
753,192.168.1.50,18.75,71.6,1014.0,[],132.0,4338,8,0,1,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
822,192.168.1.50,10.23,62.6,1013.0,[],12.0,0,0,0,107,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
274,192.168.1.50,16.89,53.3,1024.0,[],65.0,50474,7,0,21,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
379,192.168.1.50,14.15,76.3,1020.0,[],11.0,0,0,0,95,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
763,192.168.1.50,17.65,40.2,1013.0,[],39.0,27460,10,0,96,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
766,192.168.1.50,7.29,33.0,1014.0,[],101.0,0,0,0,215,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
1015,192.168.1.50,7.37,98.2,993.0,[],22.0,0,0,358,437,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
26,10.207.51.79,24.0,39.0,939.0,[],5.0,2432,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
153,192.168.1.50,11.44,46.0,1026.0,[],128.0,0,0,0,276,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
363,192.168.1.50,11.83,78.2,1021.0,[],91.0,31051,10,0,229,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
527,192.168.1.50,17.29,54.6,1016.0,[],21.0,34817,9,0,208,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
555,192.168.1.50,10.6,62.3,1030.0,[],97.0,57744,7,0,25,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
762,192.168.1.50,7.58,76.6,1010.0,[],78.0,0,0,0,56,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
797,192.168.1.50,12.09,32.8,1021.0,[],65.0,0,0,0,136,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
952,192.168.1.50,8.54,64.2,1012.0,[],40.0,0,0,0,187,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
212,192.168.1.50,5.05,99.5,991.0,[],18.0,0,0,398,68,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
326,192.168.1.50,17.89,75.0,1016.0,[],137.0,0,0,0,7,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
394,192.168.1.50,10.79,68.9,1015.0,[],81.0,0,0,0,98,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
982,192.168.1.50,10.27,37.1,1011.0,[],94.0,36210,4,0,126,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
407,192.168.1.50,10.78,54.3,1028.0,[],115.0,0,0,0,298,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
782,192.168.1.50,16.24,78.3,1025.0,[],64.0,45297,7,0,136,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
793,192.168.1.50,21.09,71.7,1021.0,[],38.0,59726,3,0,286,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
65,10.207.51.79,24.0,39.0,939.0,[],5.0,2397,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
270,192.168.1.50,16.27,48.5,1026.0,[],110.0,60920,6,0,262,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
456,192.168.1.50,10.98,53.8,1027.0,[],85.0,0,0,0,134,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
556,192.168.1.50,16.65,36.6,1022.0,[],73.0,59170,6,0,266,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
780,192.168.1.50,4.81,37.1,1025.0,[],47.0,0,0,0,298,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
913,192.168.1.50,10.35,32.1,1013.0,[],78.0,19453,2,0,46,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
156,192.168.1.50,19.25,36.9,1014.0,[],24.0,21360,8,0,156,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
157,192.168.1.50,16.91,56.4,1015.0,[],8.0,60961,7,0,71,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
347,192.168.1.50,21.62,85.6,996.0,[],6.0,1021,1,750,254,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
583,192.168.1.50,8.14,76.6,1013.0,[],112.0,0,0,0,101,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
605,192.168.1.50,17.71,38.5,1021.0,[],132.0,49503,11,0,204,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
653,192.168.1.50,24.16,34.3,1029.0,[],55.0,15531,1,0,225,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
674,192.168.1.50,12.04,30.7,1028.0,[],120.0,0,0,0,90,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
819,192.168.1.50,12.42,99.0,994.0,[],9.0,0,0,302,357,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
830,192.168.1.50,16.19,66.8,1027.0,[],97.0,0,0,0,246,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
961,192.168.1.50,21.59,37.9,1028.0,[],81.0,62613,9,0,10,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
327,192.168.1.50,16.34,78.5,1024.0,[],143.0,0,0,0,65,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
634,192.168.1.50,9.92,37.9,1018.0,[],15.0,0,0,0,290,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
785,192.168.1.50,7.43,50.1,1016.0,[],103.0,0,0,0,295,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
866,192.168.1.50,19.59,54.1,1017.0,[],73.0,19717,2,0,227,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
882,192.168.1.50,17.06,54.4,1029.0,[],79.0,50373,11,0,129,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
943,192.168.1.50,18.05,47.2,1016.0,[],84.0,59574,8,0,176,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
163,192.168.1.50,24.24,47.4,1028.0,[],10.0,9028,5,0,148,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
405,192.168.1.50,20.48,97.1,994.0,[],18.0,3699,2,352,369,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
531,192.168.1.50,21.1,63.2,1010.0,[],67.0,30264,2,0,197,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
645,192.168.1.50,24.51,52.9,1022.0,[],71.0,18152,1,0,199,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
774,192.168.1.50,17.15,37.3,1012.0,[],75.0,0,0,0,275,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
909,192.168.1.50,21.97,42.7,1024.0,[],112.0,39556,3,0,180,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
404,192.168.1.50,13.28,38.7,1021.0,[],103.0,44764,8,0,187,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
891,192.168.1.50,7.81,57.5,1015.0,[],84.0,0,0,0,223,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
310,192.168.1.50,20.41,30.6,1011.0,[],133.0,4501,2,0,238,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
341,192.168.1.50,23.08,62.6,1017.0,[],147.0,51617,4,0,44,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
357,192.168.1.50,12.4,44.8,1028.0,[],63.0,0,0,0,238,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
619,192.168.1.50,22.32,73.3,1030.0,[],111.0,62150,11,0,168,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
718,192.168.1.50,13.7,39.2,1026.0,[],113.0,0,0,0,193,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
974,192.168.1.50,19.03,77.3,1022.0,[],122.0,3206,6,0,295,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
243,192.168.1.50,13.51,61.2,1018.0,[],51.0,0,0,0,70,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
486,192.168.1.50,23.24,49.8,1010.0,[],57.0,33050,10,0,272,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
879,192.168.1.50,13.44,41.2,1019.0,[],97.0,0,0,0,237,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
898,192.168.1.50,7.02,42.7,1024.0,[],60.0,0,0,0,180,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
941,192.168.1.50,12.14,39.7,1018.0,[],74.0,57561,3,0,214,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
459,192.168.1.50,24.45,37.8,1029.0,[],97.0,57394,7,0,246,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
720,192.168.1.50,16.63,77.1,1028.0,[],7.0,0,0,0,56,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
901,192.168.1.50,14.49,65.0,1023.0,[],101.0,22269,1,0,79,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
101,192.168.1.50,22.17,54.8,1012.0,[],140.0,29906,2,0,67,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
171,192.168.1.50,4.7,66.0,1014.0,[],86.0,0,0,0,238,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
323,192.168.1.50,16.08,67.3,1020.0,[],7.0,0,0,0,1,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
875,192.168.1.50,21.93,51.5,1016.0,[],9.0,57115,5,0,64,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
120,192.168.1.50,8.82,44.1,1016.0,[],60.0,0,0,0,287,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
135,192.168.1.50,9.58,93.8,1003.0,[],17.0,0,0,667,386,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
246,192.168.1.50,24.59,38.9,1020.0,[],69.0,19846,8,0,281,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
915,192.168.1.50,21.42,78.3,1028.0,[],66.0,47676,6,0,136,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
77,10.207.51.79,24.0,38.0,939.0,[],5.0,2375,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
175,192.168.1.50,6.53,47.1,1018.0,[],62.0,0,0,0,28,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
609,192.168.1.50,12.81,73.4,1029.0,[],8.0,0,0,0,55,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
648,192.168.1.50,17.71,44.0,1027.0,[],91.0,45180,11,0,252,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
304,192.168.1.50,10.64,71.6,1023.0,[],116.0,20397,4,0,93,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
507,192.168.1.50,18.53,60.3,1016.0,[],87.0,34537,5,0,27,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
203,192.168.1.50,15.92,39.8,1015.0,[],133.0,16151,10,0,122,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
408,192.168.1.50,4.25,54.2,1018.0,[],41.0,0,0,0,288,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
465,192.168.1.50,9.75,32.3,1025.0,[],69.0,0,0,0,16,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
92,10.207.51.79,24.0,39.0,939.0,[],5.0,2388,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
173,192.168.1.50,10.22,71.8,1013.0,[],57.0,22200,9,0,53,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
207,192.168.1.50,10.21,40.3,1012.0,[],101.0,55996,10,0,172,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
311,192.168.1.50,17.31,76.9,1023.0,[],107.0,0,0,0,281,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
525,192.168.1.50,12.27,67.0,1026.0,[],147.0,0,0,0,28,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
576,192.168.1.50,17.43,38.2,1017.0,[],43.0,25023,11,0,78,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
705,192.168.1.50,2.57,97.0,999.0,[],22.0,0,0,258,161,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
116,192.168.1.50,11.78,46.1,1010.0,[],43.0,52434,11,0,15,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
284,192.168.1.50,16.5,59.8,1024.0,[],127.0,0,0,0,186,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
495,192.168.1.50,18.71,55.9,1027.0,[],51.0,45518,6,0,229,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
502,192.168.1.50,17.59,41.8,1027.0,[],136.0,0,0,0,114,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
826,192.168.1.50,21.62,74.7,1016.0,[],125.0,5040,11,0,128,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
860,192.168.1.50,7.1,38.3,1025.0,[],44.0,0,0,0,121,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
59,10.207.51.79,24.0,38.0,939.0,[],5.0,2419,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
254,192.168.1.50,22.4,32.2,1022.0,[],130.0,3417,1,0,97,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
372,192.168.1.50,17.09,55.0,1026.0,[],121.0,0,0,0,129,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
387,192.168.1.50,24.43,65.2,1023.0,[],70.0,58870,11,0,39,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
884,192.168.1.50,13.27,44.7,1029.0,[],144.0,0,0,0,49,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
910,192.168.1.50,6.85,44.3,1029.0,[],85.0,0,0,0,112,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
78,10.207.51.79,24.0,38.0,939.0,[],5.0,2373,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
112,192.168.1.50,3.45,43.7,1010.0,[],23.0,0,0,0,228,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
537,192.168.1.50,14.73,55.3,1016.0,[],71.0,0,0,0,128,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
602,192.168.1.50,17.98,37.9,1017.0,[],14.0,13517,3,0,288,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
888,192.168.1.50,14.98,89.0,998.0,[],5.0,0,0,253,354,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
897,192.168.1.50,17.67,60.9,1025.0,[],93.0,10486,5,0,89,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
967,192.168.1.50,7.5,61.4,1025.0,[],14.0,0,0,0,104,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
3,10.207.51.79,25.0,40.0,939.0,[],5.0,2371,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
32,10.207.51.79,24.0,39.0,939.0,[],5.0,2455,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
119,192.168.1.50,17.58,47.2,1029.0,[],99.0,0,0,0,190,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
190,192.168.1.50,8.77,76.0,1015.0,[],86.0,0,0,0,162,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
230,192.168.1.50,22.37,63.0,1020.0,[],146.0,33636,6,0,195,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
764,192.168.1.50,15.42,60.5,1010.0,[],106.0,11743,2,0,2,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
39,10.207.51.79,24.0,39.0,939.0,[],5.0,2405,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
108,192.168.1.50,6.64,71.3,1011.0,[],84.0,0,0,0,161,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
144,192.168.1.50,22.92,40.7,1016.0,[],60.0,6005,2,0,12,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
600,192.168.1.50,14.26,67.0,1011.0,[],99.0,0,0,0,117,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
799,192.168.1.50,11.81,79.2,1024.0,[],125.0,0,0,0,152,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
17,10.207.51.79,24.0,39.0,939.0,[],5.0,2436,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
489,192.168.1.50,13.52,72.5,1030.0,[],7.0,0,0,0,32,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
597,192.168.1.50,10.26,94.3,998.0,[],4.0,2238,2,210,168,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
611,192.168.1.50,22.6,49.1,1024.0,[],144.0,21691,4,0,69,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
855,192.168.1.50,8.38,65.1,1010.0,[],38.0,0,0,0,195,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
997,192.168.1.50,3.97,97.1,1000.0,[],11.0,0,0,638,380,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
34,10.207.51.79,24.0,39.0,939.0,[],6.0,2460,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
339,192.168.1.50,14.7,75.4,1026.0,[],123.0,0,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
625,192.168.1.50,13.95,79.2,1010.0,[],134.0,43850,5,0,129,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
